tweet1,tweet2,tweet3,tweet4,tweet5,tweet6,tweet7,tweet8,tweet9,tweet10
Early data shows the PfizerBioNTech #COVIDvaccine currently approved for people 16 is 100 effective at preven https://t.co/67wgqEojK7 Ignore: @^@*@1382000635491520512@^@*@New York@^@*@Rochester,#VaxFact: Only trust #COVID19 #COVIDVaccine info if it comes from a recognized official source like the @CDC. Othe https://t.co/61uz345NT8 Ignore: @^@*@1382000627711098881@^@*@District of Columbia@^@*@Washington,#Otterbein senior William Baldridge took part in the oncampus vaccine event last week. He shares why he choose to https://t.co/o3TbeexcYd Ignore: @^@*@1382000626465394688@^@*@Ohio@^@*@Westerville,According to @CDCgovs statement it happened 6 six times out of 6.8 million doses: https://t.co/Hi7u7JPZet https://t.co/I4LKcpdc7x Ignore: @^@*@1382000540960313350@^@*@Pennsylvania@^@*@State College,The latest:Houston Health says they had 300 JampJ doses impact of pause will be minimalMayor Turner: 50 Hous https://t.co/4hv5V7NIVX Ignore: @^@*@1382000385691377665@^@*@Texas@^@*@Houston,As federal health officials call for pause in giving out #JohnsonandJohnson #CovidVaccine Longs drugs or https://t.co/C0LcRn9iFy Ignore: @^@*@1382000249313456129@^@*@Hawaii@^@*@Honolulu,Check it out....my #CovidVaccine story and my fear of needles! https://t.co/WAKx2zPMbv Ignore: @^@*@1382000179545567234@^@*@Alabama@^@*@None,A lockdown is threatened.  My response  Get a mani/pedi stock up at the grocery go to the fitness center and boo https://t.co/FbWC5dMGoV Ignore: @^@*@1381999703718559747@^@*@Michigan@^@*@None,Hooray for #science!  #covidvaccine #TeamPfizer https://t.co/KZp3cXHhAp Ignore: @^@*@1381999268035190784@^@*@Missouri@^@*@Kansas City,Well I deleted the tweet apparently your covid card can contain some sensitive info!But hey I got microchipped a https://t.co/fLJxuoFPwX Ignore: @^@*@1381999061159526404@^@*@Oklahoma@^@*@Tulsa
They pulled JampJ but #Pfizer is still going strong#COVID19 #CovidVaccine https://t.co/M2fjWOqDsF Ignore: @^@*@1381999056432455680@^@*@Arizona@^@*@None,Got my vaccine. #CovidVaccine #COVID19Vaccine @WakeGOV @ https://t.co/FOjkwoLOgL Ignore: @^@*@1381998972601040898@^@*@None@^@*@None,No variant #vaccine or #booster should be force and/or protected under the emergency authorization act. The https://t.co/GNLjAhROPD Ignore: @^@*@1381998780946509835@^@*@New York@^@*@None,Vaccines are in high demand where I live. I feel like trying to get a vaccine appointment for hubby is like tryin https://t.co/iWg4Lg9NZj Ignore: @^@*@1381998779834978308@^@*@Michigan@^@*@None,Are you taking the #CovidVaccine Rt for larger sample size Ignore: @^@*@1381998677531664395@^@*@Texas@^@*@None,Second dose of my #CovidVaccine has me like: https://t.co/KmjW07rs91 Ignore: @^@*@1381998628315750403@^@*@Texas@^@*@Corpus Christi,The #JohnsonandJohnson vaccine is halted amid blood clot concerns. My latest Here Now the News podcast is all about https://t.co/2w1OUknSXZ Ignore: @^@*@1381998352607416323@^@*@New York@^@*@None,Please follow the street signs and use the Business Park Road entrance. No appointment or prior registration is https://t.co/n7vw3DszlG Ignore: @^@*@1381998210760253440@^@*@Connecticut@^@*@None,And now I wait for 15 minutes just to be sure I dont have a sideeffect like hypergonadism or lycanthropy. https://t.co/JngpuDBpUa Ignore: @^@*@1381997947848687616@^@*@Minnesota@^@*@None,My theory is that the COVID vaccine will lead to fertility issues in women #COVID19 #CovidVaccine #coronavirus Ignore: @^@*@1381997912469688321@^@*@New York@^@*@New York
At this time we do not know how long the pause will last. We will continue to communicate to the force as we lear https://t.co/wTwtob3UAW Ignore: @^@*@1381997820752826368@^@*@District of Columbia@^@*@Washington,Update: Yale New Haven Health halts distribution of Johnson amp Johnson vaccine city postpones use indefinitely https://t.co/sR0clyh7x6 Ignore: @^@*@1381997660282970112@^@*@Connecticut@^@*@New Haven,Second shot in the arm! #CovidVaccine Ignore: @^@*@1381997326781255680@^@*@Ohio@^@*@Columbus,SHOT #2 BABY! You cant see it but Im smiling from ear to effing ear! #vaccine #VaccinesSaveLives #modernavaccine https://t.co/gtDesFH404 Ignore: @^@*@1381997197068271620@^@*@Michigan@^@*@None,#CovidVaccine hack: Moisturize your arms before getting jabbed. Ashy aint classy. Ignore: @^@*@1381997192878157825@^@*@Illinois@^@*@Chicago,Got my first dose today! Brighter days ahead  #COVID19 #CovidVaccine https://t.co/pDUuFxJ7VO Ignore: @^@*@1381996742846124032@^@*@Georgia@^@*@None,Need a break from your computer Liberty Mouse Mover/Jiggler simulates Random Mouse Movement. It keeps your compute https://t.co/ukVEyB1Pwj Ignore: @^@*@1381996658368651273@^@*@Virginia@^@*@None,In light of the @US_FDA  and @CDCgov  guidance this morning to pause all use of Johnson amp Johnson vaccine we are https://t.co/bzNV6qtmnF Ignore: @^@*@1381996356328255496@^@*@Arizona@^@*@None,Quoting Hinshaws Aimee Delaney who notes that while most employers are asking their legal counsel can we mandate https://t.co/o1kHbq8gxz Ignore: @^@*@1381996308823732226@^@*@None@^@*@None,Likely mechanism for #COVIDvaccine blood clots: rare development of immune thrombotic thrombocytopenia mediated by https://t.co/LRhv9RnBgs Ignore: @^@*@1381996264800145409@^@*@Nebraska@^@*@Omaha
I hope people dont get discouraged from the initial CVS webpage when you click on your state and see fully booke https://t.co/12aNjpEjVn Ignore: @^@*@1381995952655978500@^@*@None@^@*@None,Getting the #CovidVaccine does not mean you can poison your elder brother usurp the throne of Denmark from your ne https://t.co/oKqYEPr6N9 Ignore: @^@*@1381995584308051971@^@*@Ohio@^@*@Cincinnati,RECOMMENDED PAUSE@CDCgov AND @US_FDA recommended a pause  in administration of the singledose @JNJNews https://t.co/YMgUeVeQfH Ignore: @^@*@1381995518683869185@^@*@California@^@*@None,Central Texans. Know someone still looking for a #CovidVaccine Might be worth trying APH again. https://t.co/JoW1NsgkBW Ignore: @^@*@1381995505706749957@^@*@Texas@^@*@Austin,The #COVIDVaccine is available to anyone aged 16 in New York. Become a #NYCVaxChamp and make your appointment toda https://t.co/HVfdVteQGL Ignore: @^@*@1381995480033464320@^@*@New York@^@*@New York,You dont want to take the #CovidVaccine because you dont know whats insidePeople knew what was inside the old https://t.co/thpSkNoOlV Ignore: @^@*@1381995380557012994@^@*@California@^@*@None,#JohnsonandJohnson is Michelle right now #Pfizer #Moderna #CovidVaccine #COVID19 https://t.co/MhERDWLOvm Ignore: @^@*@1381995368884359169@^@*@District of Columbia@^@*@Washington,One down one to go! #MoDernaLessProblems #CovidVaccine https://t.co/zgEYXGYxDY Ignore: @^@*@1381994924627931140@^@*@Massachusetts@^@*@None,For those who think the trolley problem is hypothetical  deal with it in medicine every day. Halt on JNJ https://t.co/qHC1tWgf3Z Ignore: @^@*@1381994759934275588@^@*@Nebraska@^@*@Omaha,@rsvaughnUA @NPR Dying from #COVID19 has lower odds though. So who needs a risky AND RUSHED vaccine that IS a MAJOR https://t.co/fUEvBm4sHO Ignore: @^@*@1381994542027579397@^@*@None@^@*@None
@AusPublicHealth read appts going unfilled. I tried to register online yesterday but couldnt. Emailed support. No https://t.co/G2I2sn6C7b Ignore: @^@*@1381994527402164226@^@*@Texas@^@*@Houston,@GovAbbott you got your #CovidVaccine  wheres mine Wheres it at Not Available is all I see! @POTUS can you h https://t.co/nZN9LcRyic Ignore: @^@*@1381994525573455874@^@*@Texas@^@*@None,Something to think about b/f deciding on taking the #CovidVaccine. Also note that several EU countries have banned https://t.co/HDDvyj03WN Ignore: @^@*@1381994344241057794@^@*@North Carolina@^@*@None,Just freaking great I got the #JohnsonandJohnson #CovidVaccine on the 8th and still feel like shit only to find out https://t.co/tjWNA4NbkX Ignore: @^@*@1381994235545726981@^@*@Texas@^@*@Austin,6.8m people have been vaccinated with JampJ making the chances less than 1 in a million. This isnt necessarily esp https://t.co/kkJN09e59R Ignore: @^@*@1381993773991784450@^@*@None@^@*@None,People start talking to me about Vaccines  I just walk away #vaccines #freedom #CovidVaccine Ignore: @^@*@1381993548552286208@^@*@Texas@^@*@Tyler,#VaxFact: Robocaller scammers may call you out of the blue amp try to pitch you insurance to buy your #COVID19 https://t.co/TySpz21Fhe Ignore: @^@*@1381993077485793285@^@*@New York@^@*@None,There are three different vaccines currently being distributed. Keep your family informed by getting to know the di https://t.co/SmeGRiuDmt Ignore: @^@*@1381992958262702087@^@*@Texas@^@*@Pasadena,@OnlyFansPromoRT Subscribe today. https://t.co/ZuKlVygLKR#COVID19 #CovidVaccine #DragRace #NationalPetDay https://t.co/FktYwiOLBU Ignore: @^@*@1381992675247853570@^@*@Texas@^@*@Houston,Flashback: JampJs birth control patch was linked to the deaths of 20 women and studies showed it doubles the risk https://t.co/ynwkH1bNnj Ignore: @^@*@1381992461124448260@^@*@None@^@*@None
@US_FDA Isnt it funny that you are pausing JnJ vaccinations when they are reportedly about 800k less fatal than Co https://t.co/KTDzapto0w Ignore: @^@*@1381992377569665030@^@*@Texas@^@*@None,At Neighborhood weve adapted to the circumstances. Were able to provide you with tele visits to help keep up wit https://t.co/dIFBIhistK Ignore: @^@*@1381991818036801537@^@*@New York@^@*@Manhattan,#CovidVaccine clinic at @GoYardGoats parking lot until 4pm today w/@moderna_tx being offered. Walk ups are welcomed https://t.co/zzYi8am5U1 Ignore: @^@*@1381991589854208002@^@*@Connecticut@^@*@Hartford,How Equity Guides @NeighborhoodHths Vaccine Strategy  In a new blog Dr. @basimkhan Executive Director of this https://t.co/5ZvVzTHscN Ignore: @^@*@1381991579678871554@^@*@Maryland@^@*@Bethesda,COVID19 VACCINE UPDATE  APR 13 @ 8:00Total fully vaccinated: 84003 883 since 4/121st dose only: 53324T https://t.co/KlBdTKHAiC Ignore: @^@*@1381991274966753282@^@*@Oregon@^@*@None,BREAKING: JampJ #CovidVaccine PAUSED to investigate link to Rare Blood Clots.  Ill discuss today 2:05pmET @cvpayne https://t.co/jW9qfw4dNr Ignore: @^@*@1381990937975521283@^@*@New York@^@*@New York,Schedule your COVID19 Vaccination Appointment Now!https://t.co/klbZodVzH6#COVID19 #modernavaccine #CovidVaccine Ignore: @^@*@1381990775748235265@^@*@New Jersey@^@*@None,Two of our wonderful experts have been volunteering at #COVIDvaccine clinics in New Hampshire amp Virginia. They took https://t.co/wdf5O1rs2i Ignore: @^@*@1381990570508353546@^@*@None@^@*@None,Even though a lot have received the #CovidVaccine there are still cases and there are still deaths.  Get https://t.co/eROh8UHojN Ignore: @^@*@1381990540644786176@^@*@Arizona@^@*@None,Cry Havok and let slip the mRNAs of WAR!!!First shot fired in my arm!#CovidVaccine #igotmyshot Ignore: @^@*@1381990236465532929@^@*@Pennsylvania@^@*@None
.@IValdezPA1: The vaccine can trigger inflammation at the site of the injection which suggests the vaccine is star https://t.co/1wHE8P2DJ6 Ignore: @^@*@1381990129858920450@^@*@Texas@^@*@Houston,Man in hospital with #COVID despite being fully #vaccinated wife says #CovidVaccine https://t.co/3lniAKImBS Ignore: @^@*@1381989859179573248@^@*@None@^@*@None,Nearly 24 hrs out from 2nd #Moderna #CovidVaccine shot and no side effects. My arm even hurts a lot less than it di https://t.co/zH3BNC9Fxk Ignore: @^@*@1381989774886592514@^@*@South Carolina@^@*@None,The @CDCgov and the @US_FDA urged the US to temporarily stop using #JohnsonandJohnsons #COVID19 vaccine  there a https://t.co/myygePSSpY Ignore: @^@*@1381989377576816649@^@*@None@^@*@None,@GovMurphy Wonder if Murphy will lower the flags those lives lost due to the #vaccines Probably not. Those lives https://t.co/Djh7alXO2A Ignore: @^@*@1381989326494564355@^@*@New Jersey@^@*@None,#COVID19 #vaccine#hcq #vaccinated#CovidVaccineHere we gooooooooo!https://t.co/86b9lrCCKR Ignore: @^@*@1381989325806653441@^@*@Florida@^@*@None,Has anyone gotten the moderna shot amp can you tell me about it please I get mu 1st the 16th #COVID19 #CovidVaccine Ignore: @^@*@1381989071623483406@^@*@Tennessee@^@*@None,ICYMI: @SCC_Insight amp I are on a spring break this week but our podcast covers several presentday issues includi https://t.co/4ZHmBCK4uU Ignore: @^@*@1381988828571787265@^@*@Washington@^@*@Seattle,@MartyGriffinKD has done it again. Instead of informing his listeners of the potential dangers of the JampJ vaccine https://t.co/K9LY4czrQJ Ignore: @^@*@1381988519846014979@^@*@Pennsylvania@^@*@Pittsburgh,I wonder if the girls who got blood clots from the Johnson and Johnson vaccine were also on birth control. Somethin https://t.co/O3auCbnv6i Ignore: @^@*@1381988450258276352@^@*@New Jersey@^@*@Woodbridge
@angie_rasmussen We as a society have to realize that bad amp scary news related to the side effects of #CovidVaccine https://t.co/uEIsnMTrez Ignore: @^@*@1381988450006622213@^@*@New York@^@*@New York,FOOLS! Or more accurately I should say GUINEA PIGS! Oh and by the way its gene therapy. Thats why you Educ https://t.co/X8v2xAzsPp Ignore: @^@*@1381988366430957570@^@*@Texas@^@*@Austin, Chicago Vaccination progress: 30.81515517 doses administered28134 per day 7 day average https://t.co/Lr5VBnBTXN Ignore: @^@*@1381988098968551432@^@*@Illinois@^@*@Chicago,Its not too late to register! Join us for DataDriven COVID19 Vaccine Communication TODAY at 12 p.m. EST or si https://t.co/SsQ4sUhOQU Ignore: @^@*@1381988072607383553@^@*@West Virginia@^@*@Morgantown,This is why its completely ok to be cautious and question what the government tells you what to do.  Stop putting https://t.co/SmCzqu60kB Ignore: @^@*@1381987923868975104@^@*@Virginia@^@*@None,In these everchanging marketing conditions its important to stay ahead of the game. Here are the latest updates https://t.co/xnAVSOsYw0 Ignore: @^@*@1381987896178147333@^@*@None@^@*@None,Immigrants have been turned away from pharmacies amp other places after being asked for drivers licenses Social Se https://t.co/x3JBOrID6Z Ignore: @^@*@1381987791937093636@^@*@California@^@*@Oakland,Doing my part to help the world get back to new normal. #CovidVaccine https://t.co/98Z0jHumYc Ignore: @^@*@1381987363639951366@^@*@Ohio@^@*@Cincinnati,Wonder who #JohnsonandJohnson ticked off  #CovidVaccine Ignore: @^@*@1381987362402631687@^@*@Missouri@^@*@None, 6 in 7 million lethal blood clot for the Johnson amp Johnson vaccine  FDA and CDC say they are putting a pause t https://t.co/CGAjcVkEZe Ignore: @^@*@1381987140205182977@^@*@Pennsylvania@^@*@Bethlehem
screw you Covid and the bat you rode in on!!! #covid19 #covidvaccine Ignore: @^@*@1381987115064557574@^@*@District of Columbia@^@*@Washington,So grateful to get my first #COVIDVaccine  We have lost too many and suffered so much.  Lets all do our part to https://t.co/egWbEKQf52 Ignore: @^@*@1381987076195893253@^@*@New York@^@*@New York,theyre probably taking JampJ off because it works better than the other two and doesnt have the chip in it #CovidVaccine Ignore: @^@*@1381986889960423426@^@*@Texas@^@*@Austin,As more and more people continue to get the COVID19 vaccine.  Please check out some additional information from th https://t.co/xQJRb1chS2 Ignore: @^@*@1381986766467461123@^@*@None@^@*@None,Did you know that in #Nebraska if you are 16 or older you are now eligible for the #CovidVaccine. Signup today to https://t.co/xXHyIILEHv Ignore: @^@*@1381986758351589376@^@*@Nebraska@^@*@None,My husband got vaccinated yesterday and they gave HIM a thank you note!  #StayClassy #HealthcareHeroes https://t.co/2UZbPmVUt8 Ignore: @^@*@1381986714122522628@^@*@Arizona@^@*@Phoenix,@suzannealma @AnitaOakville @CP24 APR 11: #CovidVaccine in OntarioTotal vaccinations: 3139743 94794delivere https://t.co/JyDAS7Vvnc Ignore: @^@*@1381986496022974465@^@*@Colorado@^@*@Burlington,Maryland West Virginia following federal guidance pausing JampJ vaccine This story is updated as we get more infor https://t.co/I0quaCXiOw Ignore: @^@*@1381985699784720388@^@*@Maryland@^@*@Hagerstown,Codman providers encourage their patients to get a #COVIDVaccine  The #COVID19 vaccine does not contain live virus https://t.co/arq60dAD1U Ignore: @^@*@1381985537704124416@^@*@Massachusetts@^@*@Dorchester,Healthy life line: Wash hands wear mask keep safe distance to task and give it all you got get a shot. https://t.co/Vpl9NJzj09 Ignore: @^@*@1381985257017184256@^@*@Indiana@^@*@Universal
#Covidjokes  Drug Commercial: May cause menstrual bleeding IN MEN Murderous DepressionBony Protrusions on Forehea https://t.co/oHAXgt3fd5 Ignore: @^@*@1381984960748388356@^@*@Texas@^@*@Houston,Today JampJ which is based on the same technology as AstraZeneca has been paused by the FDA due to similar issues w https://t.co/XqWUVAkxt2 Ignore: @^@*@1381984481712734209@^@*@Ohio@^@*@Cincinnati,Yes while not everyone is vaccinated yet. It is still important that you wear a mask even if vaccinated. https://t.co/iD8suQjNGD Ignore: @^@*@1381984408970919936@^@*@Nebraska@^@*@None,American nurses should be doing the same thing with our people ! #vaccine #vaccination #Jesus #CovidVaccine https://t.co/AYhaktaiqo Ignore: @^@*@1381984345339084800@^@*@Texas@^@*@Dallas,People are getting the #Moderna #CovidVaccine instead of #JohnsonAndJohnsonVaccine at @IMS during pause of JampJ shot https://t.co/5bgtj1kTV2 Ignore: @^@*@1381984296785866753@^@*@None@^@*@None,If it is true that #BlackLivesMatter Why arent more people angry that Hank Aaron and Marvin Hagler #DMX were kill https://t.co/lmHUAeJGYH Ignore: @^@*@1381984129302945794@^@*@None@^@*@None,US colleges divided over requiring student vaccinations https://t.co/PCiJjmmRfY #CovidVaccine #AP #backtoschool #StopTheSpread Ignore: @^@*@1381983782564196363@^@*@Massachusetts@^@*@Chicopee,About 22 hours into #ModernaDose2 :Was up all night with a headache amp I still have oneVERY thirsty/dehydrate https://t.co/9VV63h0S4u Ignore: @^@*@1381983711407800321@^@*@Georgia@^@*@None,Fallout hitting fast from JampJ vaccine news: Dallas delays inhome COVID19 inoculation program after calls to pause https://t.co/Zj6KmAWZha Ignore: @^@*@1381983695758897156@^@*@Texas@^@*@Mansfield,Todays White House press briefing will center on the #JohnsonandJohnson pause recommendation from @CDCgov and https://t.co/YinnTz8kip Ignore: @^@*@1381983637357350917@^@*@District of Columbia@^@*@Washington
